ImagePath,Label,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65
train_nb\mel\mel00125.jpg,mel,1579,2102,1392,4574,9313,8419,3260,3060,4240,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.139444444444447,15.305267489711936,34.74930041152264,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00126.jpg,mel,1688,2800,428,6688,13728,11513,2163,3377,22806,5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861688187673079,4.176031045422233,5.135128754681747,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00127.jpg,mel,188,231,151,520,1180,850,332,229,274,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7249992016350514,0.882975665836367,1.4693028677268951,0.0,249491.0,2040.0,0.753363218701241
train_nb\mel\mel00128.jpg,mel,5204,6382,2037,6745,7118,11222,4779,6497,9993,11517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.718129271252472,20.58071070447723,36.82051159225905,0.0,249491.0,2040.0,0.753363218701241
train_nb\mel\mel00129.jpg,mel,1425,2099,1272,3716,6123,7029,2770,2774,3366,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75448559670782,31.780545267489714,57.39835390946502,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00130.jpg,mel,426,619,357,2374,4703,3386,1150,940,2049,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.362366255144034,8.168076131687243,11.033971193415638,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00131.jpg,mel,6320,9496,3939,11158,11807,17652,9150,11244,16162,18370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.41106536939384,40.67386126112744,54.41622192277902,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00132.jpg,mel,5236,7475,2820,7746,13232,10056,6516,7629,14675,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43105762395357,5.007602202675891,5.04839839149487,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00133.jpg,mel,177,216,78,470,1630,1453,284,251,244,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5837551440329225,5.526944444444445,8.240586419753088,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00134.jpg,mel,3944,6640,4595,14170,22184,22125,10161,10161,13445,12767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.77133444386678,48.769530711201185,70.51434763233563,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00135.jpg,mel,3356,6585,5886,23655,41849,37478,14098,11682,14054,12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.985477299493894,68.91861717365703,97.22766819807107,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00136.jpg,mel,5789,8519,3950,16637,18573,30015,12649,15959,24814,17322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.996660442020605,51.00039257710957,69.48888582372227,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00137.jpg,mel,1634,3263,2399,12130,21694,19717,5211,5807,20860,5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.05497671062823,57.37081295292258,58.490188224808755,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00138.jpg,mel,1347,2084,828,3119,3393,5341,2435,3140,4808,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.79768518518519,35.159382716049386,60.21526748971194,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00139.jpg,mel,728,1039,783,2711,5883,5520,1762,1354,1357,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.185915637860084,20.275329218106997,38.4143621399177,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00140.jpg,mel,5179,6776,683,6985,17317,14712,3302,7167,53812,12467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.903333191864105,3.8389372831541984,4.8095205254167155,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00141.jpg,mel,4101,6887,2636,11753,18306,19590,8971,11652,21058,14508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.73645874226782,51.33398232341988,66.55436397203154,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00142.jpg,mel,6461,10149,2269,10977,15507,16880,7342,9479,51047,21173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.859818141306539,3.7911277573236855,4.649837133550489,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00143.jpg,mel,3964,5326,2231,5850,6788,7367,4395,4097,5001,8636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.80748227629814,38.95730344254965,49.414299514594106,0.0,249491.0,2040.0,0.753363218701241
train_nb\mel\mel00144.jpg,mel,4419,6520,5206,13380,20914,16017,8801,8301,10028,12735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.94959362964064,54.074101581979654,60.4253732135089,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00145.jpg,mel,3764,6917,6705,26057,43392,40885,16248,12662,13864,14063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.32437214187949,68.30722872391219,93.6798480620484,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00146.jpg,mel,6759,12869,6381,21334,19336,30342,14745,17627,25146,25039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.181158420779,90.52503740092733,96.93337860348652,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00147.jpg,mel,7861,11674,10037,24322,33088,28912,16212,14822,17270,23098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.23073189105455,85.1532058695583,97.94898619614001,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00148.jpg,mel,5883,9120,3588,16035,28937,25388,10967,13614,27254,19154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9170442126707,80.91510785260321,83.55218623009263,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00149.jpg,mel,4464,6607,360,4957,10811,12303,2763,7613,76220,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9040467272862314,1.8676325478254412,2.8072313764602277,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00150.jpg,mel,1472,2238,1554,4770,9135,9179,3472,3136,3603,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23787037037037,31.313281893004117,55.273569958847744,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00151.jpg,mel,678,1040,925,2816,5113,4694,1857,1321,1549,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.409218106995885,14.808384773662553,30.01351851851852,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00152.jpg,mel,1576,2101,1024,4087,6946,8220,3052,3306,5198,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.50317901234568,33.309012345679015,45.57429012345679,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00153.jpg,mel,1081,1879,910,5405,6054,6859,2991,2524,6572,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2198935797727297,2.9312433023162052,3.0478625767912657,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00154.jpg,mel,3229,5615,4314,19125,43022,30477,10110,9637,12588,10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26206644102325,76.26934238029051,79.06257095566001,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00155.jpg,mel,2657,3945,1885,6637,8415,12039,5514,6048,8224,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.279236384470924,21.69207100340587,27.927007183100088,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00156.jpg,mel,3423,5669,3498,14374,25612,23969,10080,10180,14134,11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.93229371133911,61.8118865982663,63.91513703063163,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00157.jpg,mel,4832,8489,5573,21041,37429,29824,12390,12259,16554,18175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.41287705970356,88.78104011713653,92.14695646638161,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00158.jpg,mel,2454,3242,1936,7205,9283,9133,4403,3850,6655,6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.867850056764528,6.489588748952244,8.365070186421077,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00159.jpg,mel,271,347,187,847,2558,1750,481,435,653,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691224279835391,5.5330658436214,10.91837448559671,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00160.jpg,mel,765,1012,705,2594,5733,5342,1724,1457,1739,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55295267489712,19.803168724279836,33.24445473251029,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00161.jpg,mel,8513,12478,5517,13577,12805,18815,11437,14603,21637,26235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.205357616526435,38.699445086950526,58.95075014058505,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00162.jpg,mel,6339,8843,6005,22834,37826,32335,11664,10639,13125,14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.13294305509874,80.70478731869835,95.26733705397405,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00163.jpg,mel,6679,9271,4733,13584,19666,22586,10428,10047,11192,16333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.570823032605123,31.373194941060383,37.75710882874089,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00164.jpg,mel,887,1444,1113,3310,5067,4415,2137,1900,2263,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1195267489712,35.930720164609056,48.6210596707819,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00165.jpg,mel,1827,2632,1071,3746,5558,7627,3083,3253,4010,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.44360082304527,38.3498353909465,56.420195473251034,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00166.jpg,mel,5956,7269,3968,12532,21001,21091,8660,7976,10407,12977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26956254177763,25.825470296767076,30.37616314231451,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00167.jpg,mel,9433,12815,1684,7513,10398,11718,6094,9964,66380,23819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18723010323717,2.9427606658956593,3.6874210866958803,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00168.jpg,mel,9614,12391,4919,13079,17503,21260,11766,17241,31980,28580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59999840847118,62.56709885516027,64.3589136224257,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00169.jpg,mel,2083,2665,1758,4202,7237,6946,3114,2969,3195,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.074958847736628,30.81201646090535,52.912530864197535,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00170.jpg,mel,1680,2399,1330,5711,11653,12540,3743,3381,3569,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.413624255442425,27.208433726426758,36.117444021282154,0.0,281980.0,2146.0,0.769429325986968
train_nb\mel\mel00171.jpg,mel,5079,8703,5300,19381,31789,32589,13479,14084,19658,17881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.59483389744189,70.91102292862524,77.51118048997868,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00172.jpg,mel,4693,6325,5168,15856,27127,24045,11446,10453,14247,12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49595221169456,61.10716028817282,67.4665938100139,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00173.jpg,mel,9651,13695,2949,12378,18967,22225,9635,14553,49486,30623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.760978896327813,8.967408142261457,11.135311780496345,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00174.jpg,mel,3841,5440,3489,14796,26133,24412,8975,7048,14456,9287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.761448345545375,33.692118818317354,42.66816932458117,0.0,281980.0,2146.0,0.769429325986968
train_nb\mel\mel00175.jpg,mel,6684,9701,6390,22900,33856,35237,12858,14145,18087,17731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5216182665068,87.56661609141742,88.13333828475635,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00176.jpg,mel,821,1052,482,3108,4200,3733,1221,1156,3088,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094969177391803,2.0830406688665133,2.1825483559507264,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00177.jpg,mel,565,747,433,1853,4958,4204,1078,977,1004,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49179012345679,21.370997942386833,28.91888888888889,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00178.jpg,mel,4321,5488,3986,9526,14592,13744,7226,5880,6505,10229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.494922398926995,19.362964648400073,38.20233761256945,0.0,249491.0,2040.0,0.753363218701241
train_nb\mel\mel00179.jpg,mel,2792,4114,2433,9458,15632,18397,6919,7100,9862,8023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.299363918980573,16.373770543984552,23.600860486583414,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00180.jpg,mel,2748,4717,4598,16316,30785,21789,9456,7641,8372,9941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.303297647720406,47.898778766883474,69.8149025453851,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00181.jpg,mel,6450,10450,3807,14935,10578,20231,8011,11973,20735,17498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.90895924625195,50.3288045496504,64.25467378964234,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00182.jpg,mel,7536,7888,3756,5093,5633,7297,5691,8936,14015,17975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.81864529066622,43.54219673418286,47.1297069464928,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00183.jpg,mel,557,816,494,2068,3739,2922,1084,1051,2807,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.845216049382716,6.901244855967079,8.834156378600824,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00184.jpg,mel,4372,5514,2260,6837,9299,11971,5456,7702,16922,11607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.400412736474658,10.064759307791064,23.041865165678153,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00185.jpg,mel,5211,7440,1378,9411,18226,16868,4826,7594,36868,15097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.419420895712422,6.7810878630012,6.686084202484907,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00186.jpg,mel,2235,3222,1359,3813,3852,5940,3029,3517,4572,5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.189043209876544,52.83330246913581,62.46365226337449,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00187.jpg,mel,2869,7487,2680,17899,14213,34591,13365,14266,32798,14234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.37535411516303,78.2231747816953,82.69685885261383,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00188.jpg,mel,1502,1947,908,2761,3973,5240,2074,2295,2421,3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.93601851851852,34.46145061728395,48.01551440329219,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00189.jpg,mel,1716,2367,1093,4474,6863,9148,3406,3512,4281,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.04375514403292,49.42576131687243,84.28181069958849,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00190.jpg,mel,7375,11462,2439,10652,15004,16452,7956,10478,45370,24912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073732877802417,3.9560154484397714,4.258573035257669,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00191.jpg,mel,1297,1852,983,3267,4466,6272,2483,2893,3715,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.250864197530866,35.77471193415638,64.17720164609054,0.0,96571.0,1256.0,0.7692673743098601
train_nb\mel\mel00192.jpg,mel,6401,8673,3916,15774,26411,31606,11856,14710,26115,18034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.629330284671457,30.51477734511772,42.255069019299945,0.0,375769.0,2452.0,0.7853981633974483
train_nb\mel\mel00193.jpg,mel,942,1771,1437,4502,6137,5767,2218,1890,1965,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8755658436214,54.11042181069959,65.3068621399177,0.0,96571.0,1256.0,0.7692673743098601
